id_municipio,nome,sigla_uf,idhm_e,idhm_r,renda_pc,indice_gini,prop_pobreza,taxa_analfabetismo_15_mais,expectativa_anos_estudo,taxa_desocupacao,ideb
2310100,Palmácia,CE,0.551,0.59,315.23,0.63,45.85,24.09,9.06,5.39,3.7
2310209,Paracuru,CE,0.581,0.597,32.82,0.55,36.59,20.15,10,6.49,4.1
2310258,Paraipaba,CE,0.602,0.574,283.79,0.5,38.48,19.94,9.42,5.68,4.1
2310308,Parambu,CE,0.46,0.526,211.05,0.53,51.58,35.09,10.11,6.47,3.7
2310407,Paramoti,CE,0.518,0.515,196.63,0.52,49.98,29.78,10.01,6.69,3.9
2310506,Pedra Branca,CE,0.521,0.541,231.56,0.5,41.95,33.19,9.69,6.84,4.9
2310605,Penaforte,CE,0.626,0.566,271.18,0.45,34.26,22.17,10.11,11.36,4.1
2310704,Pentecoste,CE,0.604,0.562,264.95,0.56,44.8,2.48,9.85,9.34,3.8
2310803,Pereiro,CE,0.534,0.525,209.49,0.53,51.12,29.57,9.2,3.89,4.3
2310852,Pindoretama,CE,0.588,0.581,296.99,0.45,30.09,2.17,9.46,6.1,4.4
2310902,Piquet Carneiro,CE,0.523,0.53,217.02,0.52,48.21,26.34,9.16,6.6,3.6
2310951,Pires Ferreira,CE,0.526,0.51,191.39,0.51,52.34,29.94,10.4,8.37,4.3
2311009,Poranga,CE,0.5,0.527,212.87,0.54,53,33.97,9.28,9.04,3
2311108,Porteiras,CE,0.592,0.531,218.44,0.49,47.62,29.17,9.42,10.33,4
2311207,Potengi,CE,0.441,0.529,215.12,0.58,53.53,34.52,8.34,16.13,3.4
2311231,Potiretama,CE,0.538,0.544,236.09,0.5,43.54,29.11,9.5,8.38,3.3
2311264,Quiterianópolis,CE,0.518,0.524,208.58,0.55,49.89,32.81,10.04,5.53,3.9
2311306,Quixadá,CE,0.624,0.592,317.66,0.53,36.21,22.94,9.69,8.64,3.7
2311355,Quixelô,CE,0.52,0.548,242.27,0.51,45.02,3.67,10.34,3.6,4.4
2311405,Quixeramobim,CE,0.567,0.592,317.45,0.56,38.37,2.42,9.35,6.67,4
2311504,Quixeré,CE,0.556,0.56,260.79,0.44,34.25,26.03,9.73,12.08,4.2
2311603,Redenção,CE,0.577,0.567,273.08,0.5,38.32,24.32,9.3,4.76,4.3
2311702,Reriutaba,CE,0.509,0.56,260.65,0.6,50.02,29.25,9.72,6.5,4.2
2311801,Russas,CE,0.626,0.617,372.43,0.46,22.09,19.59,10.48,6.42,4.3
2311900,Saboeiro,CE,0.499,0.533,220.94,0.54,50.76,3.35,9,6.38,3.8
2311959,Salitre,CE,0.434,0.497,176.75,0.49,53.46,39.98,8.94,1.67,3.1
2312007,Santana do Acaraú,CE,0.5,0.536,224.83,0.66,59.47,29.56,8.84,9.35,3.2
2312106,Santana do Cariri,CE,0.557,0.527,21.27,0.56,56.11,30,10.32,5.75,4.1
2312205,Santa Quitéria,CE,0.553,0.546,238.84,0.56,48.79,27.43,9.82,7.82,3.8
2312304,São Benedito,CE,0.531,0.562,263.94,0.51,42.61,27.09,9.64,3.8,4.2
2312403,São Gonçalo do Amarante,CE,0.646,0.587,309.14,0.51,33.04,20.12,10.28,8.66,4.4
2312502,São João do Jaguaribe,CE,0.576,0.62,378.76,0.5,27.57,2.58,9.94,4.35,4.4
2312601,São Luís do Curu,CE,0.593,0.558,25.79,0.51,42.2,22.37,9.55,11.54,3.2
2312700,Senador Pompeu,CE,0.537,0.574,28.38,0.51,37.35,27.06,9.99,8.23,3.8
2312809,Senador Sá,CE,0.565,0.528,214.23,0.52,50.98,33.16,9.45,4.99,4
2312908,Sobral,CE,0.675,0.647,448.89,0.56,25.2,17,10.66,8.24,4.4
2313005,Solonópole,CE,0.574,0.565,269.25,0.51,40.69,26.22,9.91,5.79,4.1
2313104,Tabuleiro do Norte,CE,0.547,0.62,379.75,0.53,30.02,22.54,9.19,9.84,4.3
2313203,Tamboril,CE,0.476,0.526,211.64,0.52,49.31,32.97,9.61,5.59,3.3
2313252,Tarrafas,CE,0.482,0.529,214.72,0.54,49.69,35.51,9.69,8.35,3.9
2313302,Tauá,CE,0.56,0.585,305.42,0.57,41.03,27.34,9.86,5.99,4.1
2313351,Tejuçuoca,CE,0.52,0.517,199.81,0.52,51.38,27.78,9.42,8.47,3.8
2313401,Tianguá,CE,0.587,0.628,398.29,0.61,34.54,24.02,9.68,4.82,4
2313500,Trairi,CE,0.577,0.522,205.89,0.55,53.07,23.62,10.45,4.04,3.9
2313559,Tururu,CE,0.576,0.508,188.84,0.54,54.19,28,9.89,12.94,3.5
2313609,Ubajara,CE,0.594,0.595,325.13,0.54,36.4,24.57,9.88,7.63,4.7
2313708,Umari,CE,0.497,0.535,223.62,0.55,50.85,32.46,8.51,6.24,3.2
2313757,Umirim,CE,0.524,0.514,195.42,0.53,52.27,28.47,9.1,9.37,3.4
2313807,Uruburetama,CE,0.608,0.564,267.47,0.54,41.37,22.85,10.14,11.43,3.7
2313906,Uruoca,CE,0.485,0.503,182.85,0.53,56.79,36.46,9.85,7.59,4
2313955,Varjota,CE,0.545,0.575,286.41,0.52,40.41,26.67,9.47,9.02,3.4
2314003,Várzea Alegre,CE,0.576,0.569,276.17,0.54,42.91,28.56,9.8,5.66,3.7
2314102,Viçosa do Ceará,CE,0.475,0.521,204.23,0.6,57.51,31.42,8.94,5.05,4.3
2400109,Acari,RN,0.634,0.633,410.61,0.49,20.79,17.81,10.05,3.3,4.2
2400208,Açu,RN,0.568,0.641,432.38,0.53,22.16,22.48,9.72,10.3,2.5
2400307,Afonso Bezerra,RN,0.502,0.56,26.13,0.53,40,30.68,9.66,11.62,3.3
2400406,Água Nova,RN,0.572,0.527,212.82,0.44,42.81,22.66,10.52,21.3,3.8
2400505,Alexandria,RN,0.491,0.581,29.65,0.53,39.4,33.42,8.74,12.31,3.6
2400604,Almino Afonso,RN,0.568,0.578,29.13,0.49,34.52,25.05,9.91,8.57,3.4
2400703,Alto do Rodrigues,RN,0.585,0.647,447.67,0.47,16.86,1.93,9.86,13.06,3.8
2400802,Angicos,RN,0.53,0.606,347.65,0.51,29.17,26.34,9.39,10.24,3.1
2400901,Antônio Martins,RN,0.458,0.554,251.04,0.51,42.55,30.78,8.73,6.8,2.7
2401008,Apodi,RN,0.571,0.611,358.66,0.55,31.03,23.91,9.58,9.98,3.5
2401107,Areia Branca,RN,0.621,0.647,449.02,0.48,19.46,16.31,10.36,14.63,3
2401206,Arês,RN,0.523,0.587,309.04,0.53,36.12,25.69,9.03,16.15,2.4
2401305,Campo Grande,RN,0.495,0.624,388.39,0.68,41.22,28.88,8.84,7.11,3.4
2401404,Baía Formosa,RN,0.534,0.59,315.25,0.47,28.35,22.88,9.46,8.96,3.4
2401453,Baraúna,RN,0.446,0.562,263.68,0.42,27.97,2.81,8.32,11.78,3.2
2401503,Barcelona,RN,0.442,0.564,266.71,0.5,37.89,29.51,9.34,7.65,3.2
2401602,Bento Fernandes,RN,0.494,0.542,233.48,0.47,41.72,2.83,10.13,9.31,2.5
2401651,Bodó,RN,0.565,0.57,277.16,0.52,40.52,24.86,8.65,7.59,2.5
2401701,Bom Jesus,RN,0.46,0.583,300.38,0.54,38.16,32.05,8.84,9.21,3.1
2401800,Brejinho,RN,0.492,0.585,30.48,0.49,33.96,31.23,8.44,7.3,3.1
2401859,Caiçara do Norte,RN,0.454,0.572,280.53,0.53,43.31,25.52,8.27,8.78,3.3
2401909,Caiçara do Rio do Vento,RN,0.499,0.553,250.07,0.49,41.66,25.65,9.43,9.43,2.9
2402006,Caicó,RN,0.619,0.703,637.13,0.56,12.1,15.34,9.97,6.95,2.9
2402105,Campo Redondo,RN,0.584,0.554,251.73,0.56,43.34,25.71,9.88,9.38,3.2
2402204,Canguaretama,RN,0.486,0.557,256.22,0.49,39.54,26.63,8.64,15.38,3
2402303,Caraúbas,RN,0.556,0.594,321.99,0.54,35.25,26.71,9.62,10.45,3.7
2402402,Carnaúba dos Dantas,RN,0.577,0.624,38.78,0.41,15.98,14.37,9.6,4.11,3.4
2402501,Carnaubais,RN,0.476,0.583,300.27,0.52,33.1,25.64,8.82,15.2,3.3
2402600,Ceará-Mirim,RN,0.505,0.599,332.89,0.51,31.29,21.76,8.75,13.11,2.8
2402709,Cerro Corá,RN,0.518,0.573,282.84,0.54,41.08,27.39,10.09,6.28,2.8
2402808,Coronel Ezequiel,RN,0.476,0.545,238.25,0.55,46.48,29.97,9.06,5.65,2
2402907,Coronel João Pessoa,RN,0.471,0.549,243.22,0.5,43.15,33.16,8.69,3.27,3.1
2403004,Cruzeta,RN,0.621,0.602,339.38,0.42,20.57,22.23,9.96,5.15,4.1
2403103,Currais Novos,RN,0.617,0.673,526.96,0.58,22.64,17.87,9.91,7.88,3.5
2403202,Doutor Severiano,RN,0.566,0.567,272.21,0.49,37.37,24.76,9.99,2.32,3.7
2403251,Parnamirim,RN,0.726,0.75,850.44,0.55,10.91,7.96,10.24,9.95,3.2
2403301,Encanto,RN,0.536,0.589,312.34,0.47,31.52,24.28,9.33,10.06,2.7
2403400,Equador,RN,0.546,0.578,292.55,0.5,34.24,22.82,9.61,8.8,3.3
2403509,Espírito Santo,RN,0.423,0.549,243.23,0.54,46.01,38.36,9.2,13.02,2.8
2403608,Extremoz,RN,0.555,0.64,428.65,0.54,23.67,1.72,8.84,13.04,3.1
2403707,Felipe Guerra,RN,0.575,0.582,29.86,0.48,32.1,21.46,9.67,10.86,3.6
2403756,Fernando Pedroza,RN,0.519,0.565,269.67,0.55,39.83,29.64,8.6,13.11,3.3
2403806,Florânia,RN,0.56,0.611,3.59,0.49,26.34,2.32,9.28,10.04,3.6
2404002,Frutuoso Gomes,RN,0.512,0.565,269.48,0.47,35.42,25.67,9.33,12.09,3.4
2404101,Galinhos,RN,0.429,0.578,291.78,0.57,39.6,26.85,8.53,10.64,2.5
2404200,Goianinha,RN,0.537,0.619,377.59,0.55,29.09,23.82,9.05,12.36,3.2
2404309,Governador Dix-Sept Rosado,RN,0.485,0.564,267.12,0.49,36.91,23.96,8.79,14.98,2.4
2404408,Grossos,RN,0.585,0.633,410.84,0.49,19.85,25.88,10.51,11.99,2.9
2404507,Guamaré,RN,0.505,0.632,407.49,0.51,23.79,22.78,8.45,11.46,2.6
2404606,Ielmo Marinho,RN,0.418,0.521,20.45,0.51,46.4,28.12,8.48,5.52,2.9
2404705,Ipanguaçu,RN,0.518,0.568,27.38,0.48,34.99,27.74,8.94,11.66,2.6
2404853,Itajá,RN,0.539,0.586,3.06,0.42,24.86,25.52,9.38,5.19,2.6
2404903,Itaú,RN,0.542,0.588,310.63,0.48,30.66,22.07,10.33,11.63,3.5
2405009,Jaçanã,RN,0.509,0.559,259.77,0.48,39.31,27.81,9.29,6.02,2.8
2405207,Janduís,RN,0.529,0.567,272.39,0.47,36.84,27.76,8.82,5.91,2.4
2405306,Boa Saúde,RN,0.481,0.511,192.34,0.53,55.65,35.46,9.94,3.6,3.3
2405405,Japi,RN,0.48,0.528,214.04,0.51,48.65,3.48,9.65,6.54,2.4
2405603,Jardim de Piranhas,RN,0.469,0.59,31.46,0.42,22.22,25.77,8.97,7.42,2.6
2405702,Jardim do Seridó,RN,0.584,0.647,447.53,0.5,17.42,18.47,10.13,7.09,3.7
2405801,João Câmara,RN,0.484,0.6,335.64,0.56,35.99,26.78,9.75,11.46,2.1
2405900,João Dias,RN,0.39,0.495,174.39,0.55,56.29,38.86,7.58,6.81,2.9
2406007,José da Penha,RN,0.489,0.583,301.09,0.47,31.13,29.73,9.53,7.28,3.2
2406106,Jucurutu,RN,0.492,0.583,301.94,0.46,29.48,31.53,9.4,9.16,3
2406205,Lagoa d'Anta,RN,0.507,0.58,295.37,0.54,41.93,3.32,9.73,4.91,2.6
2406304,Lagoa de Pedras,RN,0.436,0.529,214.84,0.52,49.61,36.72,8.92,6.26,3.1
2406403,Lagoa de Velhos,RN,0.458,0.566,270.76,0.42,33.11,26.65,8.17,6.29,2.3
2406502,Lagoa Nova,RN,0.483,0.542,233.77,0.5,44.26,29.24,9.19,8.67,3.1
2406601,Lagoa Salgada,RN,0.464,0.551,247.22,0.54,43.02,36.93,8.93,8.3,3
2406700,Lajes,RN,0.557,0.578,29.25,0.49,33.77,26.98,9.14,13.53,3.3
2406809,Lajes Pintadas,RN,0.568,0.559,258.98,0.45,36.87,27.51,9.35,5.35,2.2
2406908,Lucrécia,RN,0.551,0.624,388.31,0.62,37.17,23.93,9.17,8.8,2.6
2407005,Luís Gomes,RN,0.531,0.545,237.26,0.55,46.87,29.21,9.82,14.08,2.4
2407104,Macaíba,RN,0.545,0.613,363.97,0.5,26.57,22.55,9.31,11.73,2.9
2407203,Macau,RN,0.572,0.65,457.22,0.5,18.75,18.94,9.18,13,2.8
2407252,Major Sales,RN,0.529,0.573,282.48,0.51,37.65,29.03,10.43,14.62,2.9
2407302,Marcelino Vieira,RN,0.51,0.571,279.42,0.52,38.87,30.23,9.62,8.22,3.1
2407401,Martins,RN,0.538,0.58,295.35,0.49,34.34,19.21,9.56,7.84,3.8
2407500,Maxaranguape,RN,0.506,0.582,298.87,0.52,38.32,2.18,9.79,17,3.3
2407609,Messias Targino,RN,0.565,0.608,35.08,0.44,22.22,32.39,10.02,6.06,2.7
2407708,Montanhas,RN,0.447,0.553,249.75,0.53,44.68,30.23,8.38,7.86,2.6
2407807,Monte Alegre,RN,0.507,0.578,292.15,0.52,38.34,28.92,9.29,11.44,2.4
2407906,Monte das Gameleiras,RN,0.509,0.56,261.41,0.48,37.98,3.05,9.78,5.1,2.6
2408003,Mossoró,RN,0.663,0.694,600.28,0.52,12.81,1.38,9.97,10.88,3.3
2408102,Natal,RN,0.694,0.768,950.34,0.61,10.5,8.33,9.85,10.63,3
2408201,Nísia Floresta,RN,0.518,0.601,337.75,0.53,34.43,22.36,9.56,10.18,2.7
2408300,Nova Cruz,RN,0.537,0.589,313.34,0.52,35.8,31.48,9.07,9.99,2.2
2408409,Olho-d'Água do Borges,RN,0.482,0.577,290.17,0.48,32.31,35.11,9.77,9.85,3.6
2408508,Ouro Branco,RN,0.558,0.61,355.71,0.43,22.67,21.05,8.67,2.47,4.5
2408607,Paraná,RN,0.496,0.532,219.34,0.49,43.95,33.51,9.27,9.64,3.3
2408805,Parazinho,RN,0.424,0.543,234.75,0.52,47.58,32.92,8.94,15.41,3.4
2408904,Parelhas,RN,0.617,0.625,390.54,0.45,17.84,17.19,10.3,6.96,3.5
2408953,Rio do Fogo,RN,0.457,0.546,23.91,0.52,46.86,26.84,9.99,8.42,2.3
2409100,Passa e Fica,RN,0.516,0.565,269.09,0.51,41.09,3.24,9.24,11.76,3.1
2409209,Passagem,RN,0.501,0.547,241.15,0.41,32.8,28.25,9.62,15.73,3
2409308,Patu,RN,0.513,0.599,331.98,0.52,32.52,27.88,9.65,9.04,3.1
2409332,Santa Maria,RN,0.477,0.554,25.19,0.45,36.95,28.85,9.49,16.3,2.8
2409407,Pau dos Ferros,RN,0.584,0.666,504.82,0.54,19.54,18.06,10.15,8.67,3.5
2409506,Pedra Grande,RN,0.43,0.526,210.52,0.48,47.63,2.47,8.61,11.11,2.4
2409605,Pedra Preta,RN,0.435,0.53,21.63,0.56,52.53,23.09,9.35,2.34,2.3
2409704,Pedro Avelino,RN,0.435,0.577,289.53,0.52,35.73,28.15,8.94,8.25,2.2
2409803,Pedro Velho,RN,0.442,0.562,26.38,0.51,40.74,31.53,9.5,13.22,2.8
2409902,Pendências,RN,0.526,0.633,412.01,0.55,25.5,22.97,9.06,19.2,2.9
2410009,Pilões,RN,0.527,0.566,270.87,0.47,35.11,29.59,9.26,15.51,2.2
2410108,Poço Branco,RN,0.471,0.562,26.39,0.56,44.06,29.64,9.1,7.67,2.6
2410207,Portalegre,RN,0.547,0.581,29.69,0.52,36.04,2.38,9.69,7.79,3.5
2410256,Porto do Mangue,RN,0.504,0.558,257.49,0.55,47.11,27.66,9.53,13.48,2.9
2410306,Serra Caiada,RN,0.453,0.552,247.77,0.56,44.94,32.07,8.81,6.83,3.3
2410405,Pureza,RN,0.456,0.516,198.93,0.53,54.16,28.22,8.75,9.36,2.5
2410504,Rafael Fernandes,RN,0.518,0.588,311.04,0.45,29.99,24.43,9.91,6.83,3.5
2410603,Rafael Godeiro,RN,0.607,0.583,300.88,0.49,34.67,25.81,10.88,16.58,4.2
2410702,Riacho da Cruz,RN,0.487,0.545,237.37,0.47,39.06,25.85,8.52,25.27,2.4
2410801,Riacho de Santana,RN,0.489,0.545,237.37,0.5,42.55,27.45,9.23,12.65,2.9
2410900,Riachuelo,RN,0.481,0.561,262.85,0.54,44.06,30.28,8.43,19.36,2.5
2411007,Rodolfo Fernandes,RN,0.519,0.561,263.32,0.46,38.54,30.44,9.58,12.63,2.7
2411056,Tibau,RN,0.53,0.627,396.51,0.55,25.79,22.61,9.61,7.22,2.7
2411106,Ruy Barbosa,RN,0.517,0.548,241.96,0.51,45.02,30.96,9.54,11.93,2.6
2411205,Santa Cruz,RN,0.564,0.597,327.61,0.52,34.56,24.23,9.73,9.87,2.5
2411403,Santana do Matos,RN,0.482,0.559,258.64,0.55,43.45,28.98,8.92,9.44,3.3
2411429,Santana do Seridó,RN,0.58,0.595,325.16,0.41,24.2,19.54,8.92,6.36,3.7
2411502,Santo Antônio,RN,0.512,0.595,323.81,0.57,38.2,3.04,9.29,10.08,2.9
2411601,São Bento do Norte,RN,0.415,0.541,231.17,0.54,49.87,32.41,7.89,19.18,3.3
2411700,São Bento do Trairí,RN,0.525,0.526,210.78,0.49,47.25,28.19,9.17,5.82,2.4
2411809,São Fernando,RN,0.508,0.591,316.21,0.44,24.88,2.72,9.45,6.68,3.4
2411908,São Francisco do Oeste,RN,0.547,0.581,298.15,0.41,25.45,26.86,9.25,8.15,3.3
2412005,São Gonçalo do Amarante,RN,0.564,0.619,377.16,0.44,18.83,14.74,9.18,12.38,2.9
2412104,São João do Sabugi,RN,0.581,0.62,37.92,0.47,24.26,20.42,9.73,4.14,3.5
2412203,São José de Mipibu,RN,0.508,0.599,331.85,0.55,37.28,24.52,9.01,11.48,2.3
2412302,São José do Campestre,RN,0.522,0.564,267.55,0.5,39.43,29.13,9.45,9.02,2.4
2412401,São José do Seridó,RN,0.647,0.634,414.22,0.43,16.28,16.23,10.01,3.57,4.1
2412500,São Miguel,RN,0.518,0.574,28.52,0.53,38.55,30.17,10.27,7.71,3.7
2412559,São Miguel do Gostoso,RN,0.468,0.558,25.71,0.51,42.01,29.63,8.79,7.39,3.1
2412609,São Paulo do Potengi,RN,0.555,0.584,303.74,0.48,32.43,25.22,9.19,13.82,2.8
2412708,São Pedro,RN,0.449,0.574,285.21,0.52,39.67,30.39,8.96,11.53,2.9
2412807,São Rafael,RN,0.493,0.588,309.77,0.52,33.38,31.55,10.07,9.36,2.1
2412906,São Tomé,RN,0.461,0.565,268.71,0.49,36.86,30.91,8.94,7.56,2.5
2413003,São Vicente,RN,0.556,0.606,346.89,0.52,29.46,23.22,9.24,2.85,3.5
2413102,Senador Elói de Souza,RN,0.504,0.523,207.76,0.5,48.58,31.07,9.53,6.11,2.3
2413201,Senador Georgino Avelino,RN,0.455,0.543,234.85,0.43,39.67,27.45,7.72,12.45,2.2
2413300,Serra de São Bento,RN,0.482,0.551,247.06,0.53,43.8,37.01,9,11.53,2.7
2413359,Serra do Mel,RN,0.521,0.574,284.48,0.5,33.57,25.15,9.19,10.46,2.9
2413409,Serra Negra do Norte,RN,0.468,0.578,292.16,0.42,27.78,25.16,8.47,2.92,3.7
2413508,Serrinha,RN,0.502,0.547,240.51,0.52,44.27,31.62,10.2,5.25,3.5
2413557,Serrinha dos Pintos,RN,0.492,0.555,252.46,0.5,38.39,26.27,9.42,9.14,3.3
2413607,Severiano Melo,RN,0.522,0.579,293.49,0.52,40.01,28.24,9.41,11.28,2.5
2413706,Sítio Novo,RN,0.491,0.528,214.04,0.46,44.04,31.22,9.74,9.34,3.4
2413805,Taboleiro Grande,RN,0.507,0.57,277.54,0.48,37.62,23.23,10.36,7.4,3.6
2413904,Taipu,RN,0.435,0.544,235.78,0.45,41.08,34.33,8.41,7.75,2.3
2414001,Tangará,RN,0.516,0.566,270.47,0.52,40.15,26.77,9.32,10.81,2.7
2414100,Tenente Ananias,RN,0.468,0.57,276.94,0.46,30.98,26.35,8.43,6.38,3.2
2414159,Tenente Laurentino Cruz,RN,0.586,0.559,259.72,0.47,38.97,21.96,10.62,4.23,3.9
2414209,Tibau do Sul,RN,0.504,0.672,523.75,0.6,25.13,21.48,7.7,8.07,2.7
2414308,Timbaúba dos Batistas,RN,0.591,0.614,365.42,0.36,11.76,23.23,10.18,2.66,3.9
2414456,Triunfo Potiguar,RN,0.516,0.579,294.09,0.48,35.84,29.83,9.89,8.75,3.4
2414506,Umarizal,RN,0.506,0.59,31.36,0.51,33.29,25.54,9.84,7.72,3.1
2414605,Upanema,RN,0.516,0.542,233.97,0.54,45.63,28.69,8.6,7.42,2.9
2414704,Várzea,RN,0.552,0.577,289.33,0.48,33.25,31.24,10.16,11.01,2.5
2414753,Venha-Ver,RN,0.473,0.501,180.53,0.5,48.98,32.42,8.93,13.71,3
2414803,Vera Cruz,RN,0.494,0.558,258.12,0.42,31.47,31.68,9.16,3.58,3.4
2414902,Viçosa,RN,0.502,0.552,24.79,0.47,36.19,22.42,8.99,14.62,3.1
2415008,Vila Flor,RN,0.471,0.561,262.96,0.46,30.15,23.99,8.45,18.63,2.3
2500106,Água Branca,PB,0.484,0.542,233.65,0.54,46.27,26.36,7.87,4.22,3.6
2500205,Aguiar,PB,0.447,0.632,407.32,0.65,38.4,37.65,9.36,4.22,3.7
2500304,Alagoa Grande,PB,0.43,0.576,287.94,0.53,39.36,3.47,7.78,9.81,2.9
2500403,Alagoa Nova,PB,0.451,0.567,272.81,0.54,43.82,28.54,8.97,6.8,3.3
2500502,Alagoinha,PB,0.462,0.574,284.64,0.52,42.05,35.29,9.01,6.44,2.9
2500536,Alcantil,PB,0.458,0.55,245.01,0.48,41.92,3.06,7.82,3.3,3.7
2500577,Algodão de Jandaíra,PB,0.413,0.532,21.87,0.47,44.78,32.68,9.03,7.01,3.1
2500601,Alhandra,PB,0.465,0.544,236.14,0.45,39.52,26.27,8.67,13.28,2.8
2500700,São João do Rio do Peixe,PB,0.49,0.586,306.87,0.53,38.29,27.83,9.45,7.13,2.8
2500734,Amparo,PB,0.551,0.537,22.55,0.5,47.32,21.49,9.7,10.28,3.6
2500775,Aparecida,PB,0.456,0.567,271.98,0.51,38.01,29.29,9.09,9.01,3.1
2500809,Araçagi,PB,0.412,0.54,230.52,0.53,47.59,3.86,8.13,5.76,3
2501005,Araruna,PB,0.439,0.549,244.02,0.52,44.45,39.54,9.56,5.66,2.9
2501104,Areia,PB,0.467,0.593,319.92,0.55,36.99,29.96,9.1,6.36,3.3
2501153,Areia de Baraúnas,PB,0.462,0.566,270.54,0.46,37.49,32.56,9.79,6.38,2.8
2501203,Areial,PB,0.503,0.573,282.18,0.49,37.1,26.65,9.73,5.34,3.2
2501302,Aroeiras,PB,0.411,0.537,226.05,0.58,51.12,35.56,8.23,5.78,2.7
2501351,Assunção,PB,0.51,0.601,336.67,0.54,34.81,26.26,9.41,8.08,3.2
2501401,Baía da Traição,PB,0.495,0.541,231.78,0.58,51.72,2.52,8.8,9.36,3.2
2501500,Bananeiras,PB,0.43,0.555,25.33,0.59,48.12,35.39,8.74,7.04,3
2501534,Baraúna,PB,0.459,0.526,211.36,0.51,45.85,28.29,9.12,8.28,2.9
2501575,Barra de Santana,PB,0.465,0.526,211.08,0.5,49.7,30.94,9.05,6.38,2.7
2501609,Barra de Santa Rosa,PB,0.434,0.542,233.51,0.52,47.35,37.21,8.39,4.66,2.8
2501708,Barra de São Miguel,PB,0.44,0.584,302.44,0.45,31.77,23.61,8.77,1.36,3.9
2501807,Bayeux,PB,0.566,0.619,376.74,0.46,20.28,15.49,9.02,12.22,3.1
2501906,Belém,PB,0.492,0.557,25.62,0.49,39.82,34.08,9,8.16,2.8
2502003,Belém do Brejo do Cruz,PB,0.451,0.55,245.71,0.46,38.54,38.15,8.97,8.72,3.5
2502052,Bernardino Batista,PB,0.462,0.526,211.04,0.55,51.3,30.83,9.66,5.47,3.2
2502102,Boa Ventura,PB,0.48,0.566,271.06,0.46,34.05,29.33,9.13,7.11,2.6
2502151,Boa Vista,PB,0.582,0.59,314.11,0.42,24.29,16.01,10.49,5.27,2.7
2502201,Bom Jesus,PB,0.477,0.584,303.29,0.5,33.6,25.16,9.73,13.01,3.6
2502300,Bom Sucesso,PB,0.494,0.558,25.79,0.45,37.31,30.94,10.07,5.39,3.3
2502409,Bonito de Santa Fé,PB,0.427,0.564,267.09,0.52,40.59,29.26,7.48,4.12,3
2502508,Boqueirão,PB,0.496,0.592,319.11,0.46,30.31,24.08,9.14,6.41,2.8
2502607,Igaracy,PB,0.496,0.575,286.68,0.52,38.65,32.19,9.23,5.4,2.8
2502706,Borborema,PB,0.426,0.544,236.01,0.5,45.57,32.56,8.39,5.98,2.8
2502805,Brejo do Cruz,PB,0.463,0.575,28.72,0.47,33.44,31.58,8.95,7.53,2.9
2502904,Brejo dos Santos,PB,0.541,0.564,26.76,0.46,33.43,28.37,10.02,21.25,2.8
2503001,Caaporã,PB,0.509,0.565,268.46,0.47,34.74,23.86,8.97,12.39,2.8
2503100,Cabaceiras,PB,0.523,0.574,283.93,0.46,34.32,18.04,9.63,7.91,4
2503209,Cabedelo,PB,0.651,0.782,1036.21,0.7,15.61,10.67,9.85,12.29,3.3
2503308,Cachoeira dos Índios,PB,0.453,0.583,301.77,0.5,35.41,27.27,9.04,8.86,2.7
2503407,Cacimba de Areia,PB,0.497,0.553,249.79,0.49,34.74,26.83,8.82,3.8,2.8
2503506,Cacimba de Dentro,PB,0.419,0.551,246.21,0.53,43.92,38.84,9.02,6.62,3
2503555,Cacimbas,PB,0.425,0.501,181.17,0.53,54.82,36.11,8.68,7.67,2.5
2503605,Caiçara,PB,0.488,0.58,294.68,0.51,36.18,34.16,9.08,8.1,3
2503704,Cajazeiras,PB,0.574,0.668,511.56,0.56,21.8,19.45,9.92,6.68,3
2503753,Cajazeirinhas,PB,0.413,0.521,205.12,0.5,46.83,34.81,8.32,2.65,4
2503803,Caldas Brandão,PB,0.451,0.562,264.06,0.47,33.13,35.88,8.87,9.17,2.8
2503902,Camalaú,PB,0.431,0.549,242.92,0.46,39.77,29.73,8,6.62,3.1
2504009,Campina Grande,PB,0.654,0.702,630.03,0.58,16.34,11.68,9.69,11.1,2.9
2504033,Capim,PB,0.4,0.52,203.67,0.48,45.4,39.85,8.32,20.8,2.9
2504074,Caraúbas,PB,0.485,0.58,296.38,0.45,32,19.09,8.73,2.98,3.1
2504108,Carrapateira,PB,0.543,0.529,214.54,0.47,43.95,28.08,9.14,2.1,3.9
2504157,Casserengue,PB,0.379,0.492,171.37,0.57,60.98,41.06,8.79,2.85,3.2
2504207,Catingueira,PB,0.455,0.553,249.16,0.52,44.24,35.77,9.15,11.71,3.4
2504306,Catolé do Rocha,PB,0.539,0.617,371.92,0.5,25.92,23.14,9.38,8.23,3.2
2504355,Caturité,PB,0.502,0.617,371.05,0.56,32.76,22.44,9.39,2.06,3
2504405,Conceição,PB,0.476,0.577,290.63,0.56,41.03,32.72,8.4,8.95,2.5
2504504,Condado,PB,0.476,0.573,282.25,0.48,36.04,29.61,9.08,7.33,3.2
2504603,Conde,PB,0.5,0.591,316.81,0.52,33.02,23.19,8.69,8.06,2.7
2504702,Congo,PB,0.477,0.562,263.84,0.49,39.52,28.54,7.97,2.87,3.3
2504801,Coremas,PB,0.452,0.578,29.13,0.51,39.64,33.41,8.94,8.64,3
